Time,Type,Gesture,Foot,Direction,Checkpoint,TrackerName,pos_x,pos_y,pos_z,ang_x,ang_y,ang_z
1675281278111, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281278111, I, TrackerR,,,,, -0.76716, 1.89644, -5.78653, 275.19406, 278.73215, 266.5151
1675281278112, I, TrackerH,,,,, -0.76716, 1.89644, -5.78653, 275.19406, 278.73215, 266.51508
1675281278112, I, FootR,,,,, -0.76716, 1.89644, -5.78653, 275.19406, 278.73215, 266.5151
1675281278112, I, Head,,,,, -0.76716, 1.89644, -5.78653, 275.19406, 278.73215, 266.51508
1675281278122, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281278123, I, TrackerR,,,,, -0.76722, 1.89636, -5.78685, 275.17065, 277.85944, 267.397
1675281278123, I, TrackerH,,,,, -0.76722, 1.89636, -5.78685, 275.17065, 277.85944, 267.39703
1675281278123, I, FootR,,,,, -0.76722, 1.89636, -5.78685, 275.17065, 277.85944, 267.397
1675281278123, I, Head,,,,, -0.76722, 1.89636, -5.78685, 275.17065, 277.85944, 267.39703
1675281278133, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281278134, I, TrackerR,,,,, -0.76705, 1.89607, -5.78726, 275.16119, 277.10162, 268.1655
1675281278134, I, TrackerH,,,,, -0.76705, 1.89607, -5.78726, 275.16119, 277.10162, 268.16553
1675281278134, I, FootR,,,,, -0.76705, 1.89607, -5.78726, 275.16119, 277.10162, 268.1655
1675281278134, I, Head,,,,, -0.76705, 1.89607, -5.78726, 275.16119, 277.10162, 268.16553
1675281278145, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281278145, I, TrackerR,,,,, -0.76646, 1.89603, -5.78715, 275.14404, 276.3923, 268.8818
1675281278145, I, TrackerH,,,,, -0.76646, 1.89603, -5.78715, 275.14404, 276.3923, 268.88177
1675281278145, I, FootR,,,,, -0.76646, 1.89603, -5.78715, 275.14404, 276.3923, 268.8818
1675281278145, I, Head,,,,, -0.76646, 1.89603, -5.78715, 275.14404, 276.3923, 268.88177
1675281278157, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281278157, I, TrackerR,,,,, -0.76638, 1.89601, -5.78751, 275.15485, 275.85831, 269.4248
1675281278157, I, TrackerH,,,,, -0.76638, 1.89601, -5.78751, 275.15485, 275.85831, 269.4248
1675281278157, I, FootR,,,,, -0.76638, 1.89601, -5.78751, 275.15485, 275.85831, 269.4248
1675281278157, I, Head,,,,, -0.76638, 1.89601, -5.78751, 275.15485, 275.85831, 269.4248
1675281278167, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281278167, I, TrackerR,,,,, -0.76633, 1.89614, -5.78791, 275.14197, 275.66437, 269.6247
1675281278167, I, TrackerH,,,,, -0.76633, 1.89614, -5.78791, 275.14197, 275.66437, 269.62469
1675281278167, I, FootR,,,,, -0.76633, 1.89614, -5.78791, 275.14197, 275.66437, 269.6247
1675281278167, I, Head,,,,, -0.76633, 1.89614, -5.78791, 275.14197, 275.66437, 269.62469
1675281278178, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281278179, I, TrackerR,,,,, -0.766, 1.896, -5.78851, 275.10751, 275.50714, 269.7873
1675281278179, I, TrackerH,,,,, -0.766, 1.896, -5.78851, 275.10751, 275.50714, 269.78726
1675281278179, I, FootR,,,,, -0.766, 1.896, -5.78851, 275.10751, 275.50714, 269.7873
1675281278179, I, Head,,,,, -0.766, 1.896, -5.78851, 275.10751, 275.50714, 269.78726
1675281278189, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281278189, I, TrackerR,,,,, -0.76579, 1.89573, -5.78885, 275.09293, 275.26059, 270.0458
1675281278189, I, TrackerH,,,,, -0.76579, 1.89573, -5.78885, 275.09293, 275.26059, 270.04578
1675281278190, I, FootR,,,,, -0.76579, 1.89573, -5.78885, 275.09293, 275.26059, 270.0458
1675281278190, I, Head,,,,, -0.76579, 1.89573, -5.78885, 275.09293, 275.26059, 270.04578
1675281278201, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281278201, I, TrackerR,,,,, -0.76593, 1.8959, -5.78901, 275.08661, 274.82153, 270.4628
1675281278201, I, TrackerH,,,,, -0.76593, 1.8959, -5.78901, 275.08661, 274.82153, 270.46283
1675281278202, I, FootR,,,,, -0.76593, 1.8959, -5.78901, 275.08661, 274.82153, 270.4628
1675281278202, I, Head,,,,, -0.76593, 1.8959, -5.78901, 275.08661, 274.82153, 270.46283
1675281278212, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281278212, I, TrackerR,,,,, -0.76584, 1.89583, -5.78935, 275.09198, 274.37643, 270.903
1675281278212, I, TrackerH,,,,, -0.76584, 1.89583, -5.78935, 275.09198, 274.37643, 270.90298
1675281278212, I, FootR,,,,, -0.76584, 1.89583, -5.78935, 275.09198, 274.37643, 270.903
1675281278212, I, Head,,,,, -0.76584, 1.89583, -5.78935, 275.09198, 274.37643, 270.90298
1675281278222, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281278222, I, TrackerR,,,,, -0.76597, 1.89623, -5.78915, 275.09833, 273.92529, 271.3494
1675281278222, I, TrackerH,,,,, -0.76597, 1.89623, -5.78915, 275.09833, 273.92529, 271.34937
1675281278223, I, FootR,,,,, -0.76597, 1.89623, -5.78915, 275.09833, 273.92529, 271.3494
1675281278223, I, Head,,,,, -0.76597, 1.89623, -5.78915, 275.09833, 273.92529, 271.34937
1675281278233, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281278234, I, TrackerR,,,,, -0.76593, 1.89627, -5.78943, 275.10925, 273.52625, 271.739
1675281278234, I, TrackerH,,,,, -0.76593, 1.89627, -5.78943, 275.10925, 273.52625, 271.73895
1675281278234, I, FootR,,,,, -0.76593, 1.89627, -5.78943, 275.10925, 273.52625, 271.739
1675281278234, I, Head,,,,, -0.76593, 1.89627, -5.78943, 275.10925, 273.52625, 271.73895
1675281278244, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281278245, I, TrackerR,,,,, -0.766, 1.89623, -5.7899, 275.10815, 273.3031, 271.9609
1675281278245, I, TrackerH,,,,, -0.766, 1.89623, -5.7899, 275.10815, 273.3031, 271.96091
1675281278245, I, FootR,,,,, -0.766, 1.89623, -5.7899, 275.10815, 273.3031, 271.9609
1675281278245, I, Head,,,,, -0.766, 1.89623, -5.7899, 275.10815, 273.3031, 271.96091
1675281278257, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281278258, I, TrackerR,,,,, -0.76594, 1.89665, -5.7904, 275.11978, 272.94089, 272.3204
1675281278258, I, TrackerH,,,,, -0.76594, 1.89665, -5.7904, 275.11978, 272.94089, 272.32043
1675281278258, I, FootR,,,,, -0.76594, 1.89665, -5.7904, 275.11978, 272.94089, 272.3204
1675281278258, I, Head,,,,, -0.76594, 1.89665, -5.7904, 275.11978, 272.94089, 272.32043
1675281278266, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281278267, I, TrackerR,,,,, -0.76643, 1.89685, -5.79116, 275.12625, 272.72559, 272.5303
1675281278267, I, TrackerH,,,,, -0.76643, 1.89685, -5.79116, 275.12625, 272.72559, 272.53033
1675281278267, I, FootR,,,,, -0.76643, 1.89685, -5.79116, 275.12625, 272.72559, 272.5303
1675281278267, I, Head,,,,, -0.76643, 1.89685, -5.79116, 275.12625, 272.72559, 272.53033
1675281278277, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281278278, I, TrackerR,,,,, -0.76651, 1.89668, -5.79081, 275.14514, 272.70993, 272.5123
1675281278278, I, TrackerH,,,,, -0.76651, 1.89668, -5.79081, 275.14514, 272.70993, 272.51227
1675281278278, I, FootR,,,,, -0.76651, 1.89668, -5.79081, 275.14514, 272.70993, 272.5123
1675281278278, I, Head,,,,, -0.76651, 1.89668, -5.79081, 275.14514, 272.70993, 272.51227
1675281278289, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281278289, I, TrackerR,,,,, -0.76653, 1.89668, -5.7911, 275.16672, 272.46964, 272.7271
1675281278289, I, TrackerH,,,,, -0.76653, 1.89668, -5.7911, 275.16672, 272.46964, 272.72714
1675281278289, I, FootR,,,,, -0.76653, 1.89668, -5.7911, 275.16672, 272.46964, 272.7271
1675281278289, I, Head,,,,, -0.76653, 1.89668, -5.7911, 275.16672, 272.46964, 272.72714
1675281278299, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281278300, I, TrackerR,,,,, -0.76601, 1.89631, -5.79076, 275.15674, 272.51544, 272.6714
1675281278300, I, TrackerH,,,,, -0.76601, 1.89631, -5.79076, 275.15674, 272.51544, 272.67145
1675281278300, I, FootR,,,,, -0.76601, 1.89631, -5.79076, 275.15674, 272.51544, 272.6714
1675281278300, I, Head,,,,, -0.76601, 1.89631, -5.79076, 275.15674, 272.51544, 272.67145
1675281278310, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281278311, I, TrackerR,,,,, -0.76596, 1.89619, -5.79105, 275.17181, 272.40546, 272.7301
1675281278311, I, TrackerH,,,,, -0.76596, 1.89619, -5.79105, 275.17181, 272.40546, 272.73013
1675281278311, I, FootR,,,,, -0.76596, 1.89619, -5.79105, 275.17181, 272.40546, 272.7301
1675281278311, I, Head,,,,, -0.76596, 1.89619, -5.79105, 275.17181, 272.40546, 272.73013
1675281278323, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281278323, I, TrackerR,,,,, -0.76593, 1.89617, -5.79123, 275.18329, 272.2803, 272.8094
1675281278323, I, TrackerH,,,,, -0.76593, 1.89617, -5.79123, 275.18329, 272.2803, 272.80945
1675281278324, I, FootR,,,,, -0.76593, 1.89617, -5.79123, 275.18329, 272.2803, 272.8094
1675281278324, I, Head,,,,, -0.76593, 1.89617, -5.79123, 275.18329, 272.2803, 272.80945
1675281278333, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281278333, I, TrackerR,,,,, -0.76587, 1.89601, -5.79149, 275.19562, 272.59308, 272.4155
1675281278333, I, TrackerH,,,,, -0.76587, 1.89601, -5.79149, 275.19562, 272.59308, 272.41547
1675281278334, I, FootR,,,,, -0.76587, 1.89601, -5.79149, 275.19562, 272.59308, 272.4155
1675281278334, I, Head,,,,, -0.76587, 1.89601, -5.79149, 275.19562, 272.59308, 272.41547
1675281278344, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281278344, I, TrackerR,,,,, -0.76581, 1.896, -5.79167, 275.21109, 272.7785, 272.141
1675281278344, I, TrackerH,,,,, -0.76581, 1.896, -5.79167, 275.21109, 272.7785, 272.14099
1675281278345, I, FootR,,,,, -0.76581, 1.896, -5.79167, 275.21109, 272.7785, 272.141
1675281278345, I, Head,,,,, -0.76581, 1.896, -5.79167, 275.21109, 272.7785, 272.14099
1675281278356, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281278356, I, TrackerR,,,,, -0.76567, 1.89601, -5.79224, 275.20578, 273.00772, 271.8328
1675281278356, I, TrackerH,,,,, -0.76567, 1.89601, -5.79224, 275.20578, 273.00772, 271.83276
1675281278357, I, FootR,,,,, -0.76567, 1.89601, -5.79224, 275.20578, 273.00772, 271.8328
1675281278357, I, Head,,,,, -0.76567, 1.89601, -5.79224, 275.20578, 273.00772, 271.83276
1675281278367, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281278367, I, TrackerR,,,,, -0.76553, 1.89601, -5.79259, 275.21109, 272.88776, 271.8596
1675281278368, I, TrackerH,,,,, -0.76553, 1.89601, -5.79259, 275.21109, 272.88776, 271.85956
1675281278368, I, FootR,,,,, -0.76553, 1.89601, -5.79259, 275.21109, 272.88776, 271.8596
1675281278368, I, Head,,,,, -0.76553, 1.89601, -5.79259, 275.21109, 272.88776, 271.85956
1675281278379, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281278379, I, TrackerR,,,,, -0.76548, 1.89605, -5.79287, 275.19901, 272.63635, 272.0385
1675281278379, I, TrackerH,,,,, -0.76548, 1.89605, -5.79287, 275.19901, 272.63635, 272.03854
1675281278379, I, FootR,,,,, -0.76548, 1.89605, -5.79287, 275.19901, 272.63635, 272.0385
1675281278379, I, Head,,,,, -0.76548, 1.89605, -5.79287, 275.19901, 272.63635, 272.03854
1675281278390, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281278391, I, TrackerR,,,,, -0.76548, 1.89605, -5.79296, 275.17892, 272.11993, 272.4678
1675281278391, I, TrackerH,,,,, -0.76548, 1.89605, -5.79296, 275.17892, 272.11993, 272.4678
1675281278391, I, FootR,,,,, -0.76548, 1.89605, -5.79296, 275.17892, 272.11993, 272.4678
1675281278391, I, Head,,,,, -0.76548, 1.89605, -5.79296, 275.17892, 272.11993, 272.4678
1675281278402, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281278403, I, TrackerR,,,,, -0.76577, 1.89607, -5.79364, 275.18872, 271.17313, 273.3531
1675281278403, I, TrackerH,,,,, -0.76577, 1.89607, -5.79364, 275.18872, 271.17313, 273.35315
1675281278403, I, FootR,,,,, -0.76577, 1.89607, -5.79364, 275.18872, 271.17313, 273.3531
1675281278403, I, Head,,,,, -0.76577, 1.89607, -5.79364, 275.18872, 271.17313, 273.35315
1675281278413, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281278414, I, TrackerR,,,,, -0.76584, 1.89654, -5.79428, 275.19162, 270.67297, 273.82
1675281278414, I, TrackerH,,,,, -0.76584, 1.89654, -5.79428, 275.19162, 270.67297, 273.82001
1675281278414, I, FootR,,,,, -0.76584, 1.89654, -5.79428, 275.19162, 270.67297, 273.82
1675281278414, I, Head,,,,, -0.76584, 1.89654, -5.79428, 275.19162, 270.67297, 273.82001
1675281278425, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281278426, I, TrackerR,,,,, -0.76596, 1.89664, -5.79432, 275.20316, 270.35449, 274.0787
1675281278426, I, TrackerH,,,,, -0.76596, 1.89664, -5.79432, 275.20316, 270.35449, 274.07867
1675281278426, I, FootR,,,,, -0.76596, 1.89664, -5.79432, 275.20316, 270.35449, 274.0787
1675281278426, I, Head,,,,, -0.76596, 1.89664, -5.79432, 275.20316, 270.35449, 274.07867
1675281278436, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281278436, I, TrackerR,,,,, -0.76592, 1.8964, -5.79469, 275.20798, 270.23306, 274.1597
1675281278436, I, TrackerH,,,,, -0.76592, 1.8964, -5.79469, 275.20798, 270.23306, 274.15967
1675281278437, I, FootR,,,,, -0.76592, 1.8964, -5.79469, 275.20798, 270.23306, 274.1597
1675281278437, I, Head,,,,, -0.76592, 1.8964, -5.79469, 275.20798, 270.23306, 274.15967
1675281278447, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281278447, I, TrackerR,,,,, -0.76554, 1.89626, -5.79428, 275.21423, 270.00363, 274.3556
1675281278448, I, TrackerH,,,,, -0.76554, 1.89626, -5.79428, 275.21423, 270.00363, 274.35556
1675281278448, I, FootR,,,,, -0.76554, 1.89626, -5.79428, 275.21423, 270.00363, 274.3556
1675281278448, I, Head,,,,, -0.76554, 1.89626, -5.79428, 275.21423, 270.00363, 274.35556
1675281278460, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281278460, I, TrackerR,,,,, -0.76553, 1.89627, -5.79451, 275.21255, 269.72205, 274.6126
1675281278461, I, TrackerH,,,,, -0.76553, 1.89627, -5.79451, 275.21255, 269.72205, 274.61261
1675281278461, I, FootR,,,,, -0.76553, 1.89627, -5.79451, 275.21255, 269.72205, 274.6126
1675281278461, I, Head,,,,, -0.76553, 1.89627, -5.79451, 275.21255, 269.72205, 274.61261
1675281278470, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281278470, I, TrackerR,,,,, -0.76554, 1.89611, -5.79478, 275.26141, 269.40961, 274.8864
1675281278470, I, TrackerH,,,,, -0.76554, 1.89611, -5.79478, 275.26141, 269.40961, 274.88644
1675281278470, I, FootR,,,,, -0.76554, 1.89611, -5.79478, 275.26141, 269.40961, 274.8864
1675281278470, I, Head,,,,, -0.76554, 1.89611, -5.79478, 275.26141, 269.40961, 274.88644
1675281278481, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281278482, I, TrackerR,,,,, -0.76494, 1.89599, -5.79439, 275.31726, 269.38928, 274.8767
1675281278482, I, TrackerH,,,,, -0.76494, 1.89599, -5.79439, 275.31726, 269.38928, 274.87668
1675281278482, I, FootR,,,,, -0.76494, 1.89599, -5.79439, 275.31726, 269.38928, 274.8767
1675281278482, I, Head,,,,, -0.76494, 1.89599, -5.79439, 275.31726, 269.38928, 274.87668
1675281278492, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281278492, I, TrackerR,,,,, -0.76482, 1.89601, -5.79452, 275.3436, 269.15707, 275.085
1675281278492, I, TrackerH,,,,, -0.76482, 1.89601, -5.79452, 275.3436, 269.15707, 275.08502
1675281278493, I, FootR,,,,, -0.76482, 1.89601, -5.79452, 275.3436, 269.15707, 275.085
1675281278493, I, Head,,,,, -0.76482, 1.89601, -5.79452, 275.3436, 269.15707, 275.08502
1675281278504, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281278504, I, TrackerR,,,,, -0.76481, 1.89612, -5.79457, 275.33044, 269.17139, 275.0755
1675281278504, I, TrackerH,,,,, -0.76481, 1.89612, -5.79457, 275.33044, 269.17139, 275.0755
1675281278504, I, FootR,,,,, -0.76481, 1.89612, -5.79457, 275.33044, 269.17139, 275.0755
1675281278504, I, Head,,,,, -0.76481, 1.89612, -5.79457, 275.33044, 269.17139, 275.0755
1675281278515, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281278515, I, TrackerR,,,,, -0.76529, 1.89669, -5.79526, 275.28571, 269.09113, 275.1725
1675281278516, I, TrackerH,,,,, -0.76529, 1.89669, -5.79526, 275.28571, 269.09113, 275.17255
1675281278516, I, FootR,,,,, -0.76529, 1.89669, -5.79526, 275.28571, 269.09113, 275.1725
1675281278516, I, Head,,,,, -0.76529, 1.89669, -5.79526, 275.28571, 269.09113, 275.17255
1675281278525, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281278526, I, TrackerR,,,,, -0.76525, 1.89688, -5.79521, 275.26126, 269.004, 275.2658
1675281278526, I, TrackerH,,,,, -0.76525, 1.89688, -5.79521, 275.26126, 269.004, 275.26578
1675281278526, I, FootR,,,,, -0.76525, 1.89688, -5.79521, 275.26126, 269.004, 275.2658
1675281278526, I, Head,,,,, -0.76525, 1.89688, -5.79521, 275.26126, 269.004, 275.26578
1675281278537, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281278537, I, TrackerR,,,,, -0.76541, 1.89713, -5.79529, 275.26917, 269.1394, 275.1441
1675281278538, I, TrackerH,,,,, -0.76541, 1.89713, -5.79529, 275.26917, 269.1394, 275.14407
1675281278538, I, FootR,,,,, -0.76541, 1.89713, -5.79529, 275.26917, 269.1394, 275.1441
1675281278538, I, Head,,,,, -0.76541, 1.89713, -5.79529, 275.26917, 269.1394, 275.14407
1675281278548, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281278548, I, TrackerR,,,,, -0.7656, 1.89729, -5.79559, 275.28339, 269.27316, 275.0248
1675281278548, I, TrackerH,,,,, -0.7656, 1.89729, -5.79559, 275.28339, 269.27316, 275.02484
1675281278548, I, FootR,,,,, -0.7656, 1.89729, -5.79559, 275.28339, 269.27316, 275.0248
1675281278549, I, Head,,,,, -0.7656, 1.89729, -5.79559, 275.28339, 269.27316, 275.02484
1675281278559, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281278559, I, TrackerR,,,,, -0.76566, 1.89731, -5.79569, 275.30731, 269.53922, 274.7734
1675281278560, I, TrackerH,,,,, -0.76566, 1.89731, -5.79569, 275.30731, 269.53922, 274.77338
1675281278560, I, FootR,,,,, -0.76566, 1.89731, -5.79569, 275.30731, 269.53922, 274.7734
1675281278560, I, Head,,,,, -0.76566, 1.89731, -5.79569, 275.30731, 269.53922, 274.77338
1675281278571, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281278571, I, TrackerR,,,,, -0.76569, 1.89709, -5.79644, 275.33386, 269.72223, 274.5959
1675281278571, I, TrackerH,,,,, -0.76569, 1.89709, -5.79644, 275.33386, 269.72223, 274.59595
1675281278571, I, FootR,,,,, -0.76569, 1.89709, -5.79644, 275.33386, 269.72223, 274.5959
1675281278571, I, Head,,,,, -0.76569, 1.89709, -5.79644, 275.33386, 269.72223, 274.59595
1675281278581, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281278581, I, TrackerR,,,,, -0.76577, 1.89707, -5.79667, 275.37552, 269.6803, 274.6516
1675281278582, I, TrackerH,,,,, -0.76577, 1.89707, -5.79667, 275.37552, 269.6803, 274.65155
1675281278582, I, FootR,,,,, -0.76577, 1.89707, -5.79667, 275.37552, 269.6803, 274.6516
1675281278582, I, Head,,,,, -0.76577, 1.89707, -5.79667, 275.37552, 269.6803, 274.65155
1675281278592, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281278593, I, TrackerR,,,,, -0.76567, 1.89711, -5.79684, 275.42804, 269.34311, 275.0035
1675281278593, I, TrackerH,,,,, -0.76567, 1.89711, -5.79684, 275.42804, 269.34311, 275.00351
1675281278593, I, FootR,,,,, -0.76567, 1.89711, -5.79684, 275.42804, 269.34311, 275.0035
1675281278593, I, Head,,,,, -0.76567, 1.89711, -5.79684, 275.42804, 269.34311, 275.00351
1675281278603, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281278604, I, TrackerR,,,,, -0.76562, 1.89695, -5.79721, 275.46509, 268.87671, 275.4719
1675281278604, I, TrackerH,,,,, -0.76562, 1.89695, -5.79721, 275.46509, 268.87671, 275.47192
1675281278604, I, FootR,,,,, -0.76562, 1.89695, -5.79721, 275.46509, 268.87671, 275.4719
1675281278604, I, Head,,,,, -0.76562, 1.89695, -5.79721, 275.46509, 268.87671, 275.47192
1675281278615, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281278615, I, TrackerR,,,,, -0.76544, 1.89668, -5.79774, 275.48016, 268.57324, 275.7769
1675281278615, I, TrackerH,,,,, -0.76544, 1.89668, -5.79774, 275.48016, 268.57324, 275.77692
1675281278615, I, FootR,,,,, -0.76544, 1.89668, -5.79774, 275.48016, 268.57324, 275.7769
1675281278615, I, Head,,,,, -0.76544, 1.89668, -5.79774, 275.48016, 268.57324, 275.77692
1675281278626, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281278626, I, TrackerR,,,,, -0.76466, 1.89635, -5.79719, 275.47214, 268.15268, 276.1949
1675281278626, I, TrackerH,,,,, -0.76466, 1.89635, -5.79719, 275.47214, 268.15268, 276.19489
1675281278626, I, FootR,,,,, -0.76466, 1.89635, -5.79719, 275.47214, 268.15268, 276.1949
1675281278627, I, Head,,,,, -0.76466, 1.89635, -5.79719, 275.47214, 268.15268, 276.19489
1675281278640, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281278640, I, TrackerR,,,,, -0.76454, 1.89623, -5.7973, 275.47345, 267.9892, 276.3485
1675281278640, I, TrackerH,,,,, -0.76454, 1.89623, -5.7973, 275.47345, 267.9892, 276.34851
1675281278640, I, FootR,,,,, -0.76454, 1.89623, -5.7973, 275.47345, 267.9892, 276.3485
1675281278641, I, Head,,,,, -0.76454, 1.89623, -5.7973, 275.47345, 267.9892, 276.34851
1675281278648, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281278648, I, TrackerR,,,,, -0.76455, 1.89633, -5.79729, 275.46347, 268.01846, 276.2957
1675281278648, I, TrackerH,,,,, -0.76455, 1.89633, -5.79729, 275.46347, 268.01846, 276.29568
1675281278648, I, FootR,,,,, -0.76455, 1.89633, -5.79729, 275.46347, 268.01846, 276.2957
1675281278648, I, Head,,,,, -0.76455, 1.89633, -5.79729, 275.46347, 268.01846, 276.29568
1675281278659, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281278659, I, TrackerR,,,,, -0.76465, 1.89667, -5.79758, 275.45111, 268.19763, 276.0994
1675281278659, I, TrackerH,,,,, -0.76465, 1.89667, -5.79758, 275.45111, 268.19763, 276.0994
1675281278660, I, FootR,,,,, -0.76465, 1.89667, -5.79758, 275.45111, 268.19763, 276.0994
1675281278660, I, Head,,,,, -0.76465, 1.89667, -5.79758, 275.45111, 268.19763, 276.0994
1675281278668, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281278669, I, TrackerR,,,,, -0.76457, 1.89668, -5.79764, 275.45111, 268.36429, 275.8871
1675281278669, I, TrackerH,,,,, -0.76457, 1.89668, -5.79764, 275.45111, 268.36429, 275.88715
1675281278669, I, FootR,,,,, -0.76457, 1.89668, -5.79764, 275.45111, 268.36429, 275.8871
1675281278669, I, Head,,,,, -0.76457, 1.89668, -5.79764, 275.45111, 268.36429, 275.88715
1675281278680, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281278680, I, TrackerR,,,,, -0.76463, 1.89691, -5.79813, 275.45905, 268.54462, 275.679
1675281278680, I, TrackerH,,,,, -0.76463, 1.89691, -5.79813, 275.45905, 268.54462, 275.67905
1675281278680, I, FootR,,,,, -0.76463, 1.89691, -5.79813, 275.45905, 268.54462, 275.679
1675281278680, I, Head,,,,, -0.76463, 1.89691, -5.79813, 275.45905, 268.54462, 275.67905
1675281278691, I, TrackerL,,,,, -1.7858, 2.57837, 1.48311, 38.26742, 81.05367, 354.774
1675281278691, I, TrackerR,,,,, -0.76455, 1.89695, -5.79827, 275.4837, 268.46967, 275.7054
1675281278691, I, TrackerH,,,,, -0.76455, 1.89695, -5.79827, 275.4837, 268.46967, 275.70538
1675281278691, I, FootR,,,,, -0.76455, 1.89695, -5.79827, 275.4837, 268.46967, 275.7054
